"Finalmethynames","Finalmethy1names","Finalgenenames","Finalsimilarityvalues"
"113","SERPINB5","CCKAR","SERPINB5.CCKAR",0.00325885583581956
"114","SERPINB5","TIAM1","SERPINB5.TIAM1",0.00324624658163048
"115","SERPINB5","IL13","SERPINB5.IL13",0.00338456049934269
"116","MMP3","FLT3","MMP3.FLT3",0.00301730607620523
"117","FLT3","GAS7","FLT3.GAS7",0.00372938382295394
"118","FLT3","SPI1","FLT3.SPI1",0.00310283369588408
"119","GRB10","PLXDC1","GRB10.PLXDC1",0.00310422659075439
"120","GRB10","SLC22A18","GRB10.SLC22A18",0.00360191900449093
"121","GRB10","HOXB13","GRB10.HOXB13",0.00377182549249882
"122","TNF","MEST","TNF.MEST",0.00335396414379441
"123","TNF","DCN","TNF.DCN",0.0050534393555226
"124","PYCARD","KDR","PYCARD.KDR",0.00308567715222943
"125","PYCARD","DCC","PYCARD.DCC",0.00306124881284219
"126","NTSR1","CD34","NTSR1.CD34",0.00370739320684968
"127","NTSR1","PLAT","NTSR1.PLAT",0.00625853507465272
"128","NTSR1","MCAM","NTSR1.MCAM",0.00328703741667824
"129","INSR","CSF1R","INSR.CSF1R",0.00323201082233087
"130","HOXB2","ITGB4","HOXB2.ITGB4",0.00351459570600269
"131","APOC2","PLXDC1","APOC2.PLXDC1",0.00337521562825354
"132","APOC2","MMP2","APOC2.MMP2",0.00329422021662231
"133","APOC2","SLC22A18","APOC2.SLC22A18",0.00310502903689269
"134","APOC2","AIM2","APOC2.AIM2",0.00320705065794351
"135","APOC2","MAP2K6","APOC2.MAP2K6",0.00332195878077563
"136","PLXDC1","MMP2","PLXDC1.MMP2",0.00345969294387228
"137","PLXDC1","SLC22A18","PLXDC1.SLC22A18",0.00383532577630718
"138","PLXDC1","CDH13","PLXDC1.CDH13",0.00311783392603549
"139","PLXDC1","AIM2","PLXDC1.AIM2",0.00378601683430521
"140","DAPK1","LCK","DAPK1.LCK",0.00343517923536061
"141","MMP2","SLC22A18","MMP2.SLC22A18",0.00311571121308402
"142","MMP2","CDH13","MMP2.CDH13",0.00310039166658169
"143","MMP2","AIM2","MMP2.AIM2",0.00328490255264473
"144","MMP2","TFF1","MMP2.TFF1",0.00400322421330813
"145","CD34","PLAT","CD34.PLAT",0.00344988164491199
"146","CD34","MCAM","CD34.MCAM",0.00354796700535768
"147","SLC22A18","HOXB13","SLC22A18.HOXB13",0.00305340478210028
"148","SLC22A18","AIM2","SLC22A18.AIM2",0.00341334455158522
"149","HOXB13","AIM2","HOXB13.AIM2",0.00310300053804941
"150","HOXB13","PTK2","HOXB13.PTK2",0.00366381020693011
"151","DCN","FGF1","DCN.FGF1",0.00297952977615181
"152","CFTR","ACVR1","CFTR.ACVR1",0.00344420863732023
"153","TERT","RAP1A","TERT.RAP1A",0.00341944466494103
"154","NPR2","CCKAR","NPR2.CCKAR",0.00342631976404413
"155","NPR2","CLK1","NPR2.CLK1",0.00473545293724031
"156","ERBB3","SLC22A2","ERBB3.SLC22A2",0.00316246315370957
"157","ERBB3","DDB2","ERBB3.DDB2",0.0030382066391845
"158","ERBB3","KLF5","ERBB3.KLF5",0.00300097489072476
"159","CDH13","APP","CDH13.APP",0.00434436692703336
"160","CD86","ERG","CD86.ERG",0.0030969636094439
"161","HOXA5","PTPRF","HOXA5.PTPRF",0.00337779825541778
"162","KDR","RAB32","KDR.RAB32",0.00350105829053983
"163","BTK","PMP22","BTK.PMP22",0.00300563415629125
"164","HHIP","FGF12","HHIP.FGF12",0.00298358913179996
"165","HHIP","CSF1R","HHIP.CSF1R",0.0029810758836185
"166","FGF12","NBL1","FGF12.NBL1",0.003729837759873
"167","NBL1","MCAM","NBL1.MCAM",0.00350306533729572
"168","FGF1","CAV2","FGF1.CAV2",0.00344326079717989
"169","CAV1","ABL2","CAV1.ABL2",0.00342149674276465
"170","POMC","LYN","POMC.LYN",0.00317406527541723
"171","CSF3R","LAMB1","CSF3R.LAMB1",0.00365639033362691
"172","CSF3R","CDK6","CSF3R.CDK6",0.00396526644938141
"173","ADCYAP1","LEFTY2","ADCYAP1.LEFTY2",0.00300045239928228
"174","ADCYAP1","GABRB3","ADCYAP1.GABRB3",0.0033670602021761
"175","ASCL1","AHR","ASCL1.AHR",0.00309771038457915
"176","OGG1","EGF","OGG1.EGF",0.00328840988163258
"177","LYN","CDKN1A","LYN.CDKN1A",0.0038362583087135
"178","ABL2","MAPK14","ABL2.MAPK14",0.00405005815997699
"179","GSTP1","PDGFRA","GSTP1.PDGFRA",0.00374284048635615
"180","DDR2","TMEFF2","DDR2.TMEFF2",0.00317015680373816
"181","KRT5","KIAA1804","KRT5.KIAA1804",0.00306940432960322
"182","GNAS","IL1A","GNAS.IL1A",0.00303944742004219
"183","IFNG","FGFR1","IFNG.FGFR1",0.00318774671874132
"184","B3GALT5","SMO","B3GALT5.SMO",0.00296532187833111
"185","B3GALT5","ACVR1B","B3GALT5.ACVR1B",0.00515461448177932
"186","SLIT2","MAGEL2","SLIT2.MAGEL2",0.00296233993809912
"187","SLIT2","MMP9","SLIT2.MMP9",0.00336971416306694
"188","MYBL2","TFPI2","MYBL2.TFPI2",0.00309438464411604
"189","FGR","TMEFF2","FGR.TMEFF2",0.00388013026882455
"190","CD40","H19","CD40.H19",0.00486978362727176
"191","DBC1","BMP3","DBC1.BMP3",0.00373431949156226
"192","DLK1","PPARD","DLK1.PPARD",0.00370595950003194
"193","TFPI2","RAD54B","TFPI2.RAD54B",0.00307760247402484
"194","SPDEF","RARB","SPDEF.RARB",0.00366491766526586
"195","DUSP4","IRAK1","DUSP4.IRAK1",0.00302825063529374
"196","NDN","MATK","NDN.MATK",0.00298530722948741
"197","NDN","DSC2","NDN.DSC2",0.00355293597352459
"198","HBEGF","MAGEL2","HBEGF.MAGEL2",0.00296306851649856
"199","HBEGF","FGF5","HBEGF.FGF5",0.00304393465987403
"200","HBEGF","TNC","HBEGF.TNC",0.00413859718930108
"201","FGF6","EPHA2","FGF6.EPHA2",0.00316783789888421
"202","MECP2","BMP4","MECP2.BMP4",0.00302956219452727
"203","TGFBR3","NOS3","TGFBR3.NOS3",0.00362889794844299
"204","TGFBR3","TRAF4","TGFBR3.TRAF4",0.00348895615984088
"205","WNT1","PRDM2","WNT1.PRDM2",0.0029874031483487
"206","SH3BP2","SPI1","SH3BP2.SPI1",0.0040504388134964
"207","NES","BCAM","NES.BCAM",0.00409167683041851
"208","MATK","FRZB","MATK.FRZB",0.00316241403796984
"209","MMP9","FRZB","MMP9.FRZB",0.0030314204060983
"210","IRAK1","HIC1","IRAK1.HIC1",0.00346324116039491
"211","BMP4","MAP3K9","BMP4.MAP3K9",0.00329390336891564
"212","CTLA4","NRG1","CTLA4.NRG1",0.00344715315811231
"213","CTLA4","MAF","CTLA4.MAF",0.00302835597021642
"214","CEACAM1","TBX1","CEACAM1.TBX1",0.00324681518715459
"215","CEACAM1","EPHB6","CEACAM1.EPHB6",0.00306352093356307
"216","TNK1","RIPK4","TNK1.RIPK4",0.00334781608432847
"217","HLF","PRKAR1A","HLF.PRKAR1A",0.0030475614914692
"218","DAB2IP","EFNB1","DAB2IP.EFNB1",0.00351848401664039
"219","DAB2IP","FGF8","DAB2IP.FGF8",0.00317397259673249
"220","RIPK4","MOS","RIPK4.MOS",0.00356824341553856
"221","RIPK4","TBX1","RIPK4.TBX1",0.00302529806767378
"222","JAG2","MYCL1","JAG2.MYCL1",0.0033757493463904
"223","MT1A","KRT13","MT1A.KRT13",0.00392516845757769
"224","MT1A","KIT","MT1A.KIT",0.00298558445293831
"225","PROK2","CREB1","PROK2.CREB1",0.00311844370159376
"226","PROK2","FLT1","PROK2.FLT1",0.0031741836479244
"227","IL1RN","MST1R","IL1RN.MST1R",0.00321991360140904
"228","EFNB1","FHIT","EFNB1.FHIT",0.00312795030802261
"229","EFNB1","FGF8","EFNB1.FGF8",0.00342164666908909
"230","TUBB3","DLG3","TUBB3.DLG3",0.00305842814844078
"231","TGFBI","THBS2","TGFBI.THBS2",0.00296525074551513
"232","DLG3","ALPL","DLG3.ALPL",0.00331100998950735
"233","DLG3","ABO","DLG3.ABO",0.00345752107912928
"234","ALPL","ABO","ALPL.ABO",0.00308614165528332
"235","MAS1","KRT13","MAS1.KRT13",0.00321891699330485
"236","MAS1","KIT","MAS1.KIT",0.0041000999674779
"237","MAS1","MME","MAS1.MME",0.00350828027897033
"238","RBP1","LRRC32","RBP1.LRRC32",0.00368966106582778
"239","RBP1","OAT","RBP1.OAT",0.00367452799625209
"240","CCKBR","CCNA1","CCKBR.CCNA1",0.00327721150580713
"241","CCKBR","GPC3","CCKBR.GPC3",0.00319832319774456
"242","CCKBR","FGF5","CCKBR.FGF5",0.00406802920551782
"243","KRT13","KIT","KRT13.KIT",0.00314618029852137
"244","HDAC9","NQO1","HDAC9.NQO1",0.00381538109414149
"245","HDAC9","HPSE","HDAC9.HPSE",0.00398985232891789
"246","CREB1","FLT1","CREB1.FLT1",0.00324696544623781
"247","SYK","NKX3.1","SYK.NKX3.1",0.00393470908981834
"248","SYK","FGF8","SYK.FGF8",0.00474422806801657
"249","FHIT","IRF7","FHIT.IRF7",0.00297470568071411
"250","S100A4","ELK1","S100A4.ELK1",0.00401206422602965
"251","CD44","FGFR3","CD44.FGFR3",0.0050548047109301
"252","CCNA1","GPC3","CCNA1.GPC3",0.00297095447223199
"253","LRRC32","OAT","LRRC32.OAT",0.00406122190075677
"254","MAPK9","NKX3.1","MAPK9.NKX3.1",0.00307040950131908
"255","MAPK9","NR2F6","MAPK9.NR2F6",0.0030377953654695
"256","MC2R","PDGFB","MC2R.PDGFB",0.00302701592975688
"257","MYCL1","OAT","MYCL1.OAT",0.00400986573354595
"258","CSF3","CDK10","CSF3.CDK10",0.00369136922872639
"259","CSF3","ICA1","CSF3.ICA1",0.00310036065524966
"260","IHH","VBP1","IHH.VBP1",0.00331841138872516
"261","TBX1","ACTG2","TBX1.ACTG2",0.0031575390467493
"262","TBX1","EPHB6","TBX1.EPHB6",0.00374637418619937
"263","CHGA","BMP3","CHGA.BMP3",0.00296727444805557
"264","ICA1","BGN","ICA1.BGN",0.00338388940215861
"265","ICA1","BMP3","ICA1.BMP3",0.00342176224126326
"266","HDAC6","HTR2A","HDAC6.HTR2A",0.0034759361546253
"267","HTR2A","EPS8","HTR2A.EPS8",0.00314507148565524
"268","BGN","BMP3","BGN.BMP3",0.00369859090417162
"269","VBP1","CASP6","VBP1.CASP6",0.00297062958513326
"270","CDH3","MMP7","CDH3.MMP7",0.00353709797091768
"271","GSTM1","XRCC2","GSTM1.XRCC2",0.0032541073543066
"272","AXL","CTGF","AXL.CTGF",0.00320630049376858
"273","IRF5","MCM2","IRF5.MCM2",0.00301534494960181
"274","PRKAR1A","EFNB3","PRKAR1A.EFNB3",0.00354713222685151
"275","PRKAR1A","IL3","PRKAR1A.IL3",0.00313068541981082
"276","PTGS2","APC","PTGS2.APC",0.00310732190994604
"277","PTGS2","PLS3","PTGS2.PLS3",0.00306165299215668
"278","MFAP4","ARHGDIB","MFAP4.ARHGDIB",0.00320779552115716
"279","ERCC6","PGR","ERCC6.PGR",0.00338080072859645
"280","EFNB3","IL3","EFNB3.IL3",0.00389002456765667
"281","EFNB3","ETV1","EFNB3.ETV1",0.00430810177994354
"282","SCGB3A1","ARHGDIB","SCGB3A1.ARHGDIB",0.00350570760566897
"283","SCGB3A1","FGF5","SCGB3A1.FGF5",0.00301007910610775
"284","GFI1","PLS3","GFI1.PLS3",0.00307949595632251
"285","PTPRH","SEMA3F","PTPRH.SEMA3F",0.00398631376543989
"286","APC","PLS3","APC.PLS3",0.00324282203364887
"287","SEMA3F","DNMT3B","SEMA3F.DNMT3B",0.00395748624361043
"288","PGR","IGFBP1","PGR.IGFBP1",0.00306740018620228
"289","IL3","ETV1","IL3.ETV1",0.00383008723264578
"290","PLS3","BMPR1A","PLS3.BMPR1A",0.00307759825569698
"291","FGFR4","CD1A","FGFR4.CD1A",0.00406311650960523
"292","FGFR4","HDAC5","FGFR4.HDAC5",0.00432042479968046
"293","FGFR4","GJB2","FGFR4.GJB2",0.0038400625450814
"294","TGFB2","CHD2","TGFB2.CHD2",0.00343758838293402
"295","TGFB2","RAB32","TGFB2.RAB32",0.00367689021824361
"296","TGFB2","RASA1","TGFB2.RASA1",0.00363929720460477
"297","PTK6","RARRES1","PTK6.RARRES1",0.00364692000663151
"298","PEG10","HDAC5","PEG10.HDAC5",0.00333727603853771
"299","PEG10","BMP6","PEG10.BMP6",0.0030001397481673
"300","PEG10","RARB","PEG10.RARB",0.00373149242094956
"301","MYH11","XRCC1","MYH11.XRCC1",0.00330589072109252
"302","CD1A","HDAC5","CD1A.HDAC5",0.00575519900854437
"303","CD1A","RARB","CD1A.RARB",0.00318123430242629
"304","CD1A","GJB2","CD1A.GJB2",0.00394272799486884
"305","CD1A","PTPN6","CD1A.PTPN6",0.00302203605824836
"306","HDAC5","RARB","HDAC5.RARB",0.00414832550429699
"307","HDAC5","GJB2","HDAC5.GJB2",0.0038242002033225
"308","PDGFB","WNT10B","PDGFB.WNT10B",0.00380254182535969
"309","RARB","MAP2K6","RARB.MAP2K6",0.00361523005812346
"310","TGFB3","TSG101","TGFB3.TSG101",0.00464830256774957
"311","IL10","DAB2","IL10.DAB2",0.00301925046939979
"312","IL10","THBS1","IL10.THBS1",0.00302916286237861
"313","IL10","IL13","IL10.IL13",0.0030616115289004
"314","IGFBP2","DAB2","IGFBP2.DAB2",0.00307344698567898
"315","MET","GPX3","MET.GPX3",0.00312666545151422
"316","MET","IGFBP3","MET.IGFBP3",0.00298918500182649
"317","KRAS","ZMYND10","KRAS.ZMYND10",0.00334832138352193
"318","NQO1","IGFBP5","NQO1.IGFBP5",0.00333713900961198
"319","NQO1","HPSE","NQO1.HPSE",0.0042480542812002
"320","LCN2","THBS1","LCN2.THBS1",0.00311602979971366
"321","LCN2","APOC1","LCN2.APOC1",0.00306091316039269
"322","GPX3","IGFBP3","GPX3.IGFBP3",0.00310264775958744
"323","GPX3","DKC1","GPX3.DKC1",0.00309344400517593
"324","NRG1","MAF","NRG1.MAF",0.00411824107819914
"325","THBS1","IL13","THBS1.IL13",0.00297092335296636
"326","BCL2A1","PXN","BCL2A1.PXN",0.00297338442013795
"327","BCL2A1","FGFR2","BCL2A1.FGFR2",0.00301528496264955
"328","BCL2A1","MLLT6","BCL2A1.MLLT6",0.00300641166908563
"329","BCL2A1","XRCC1","BCL2A1.XRCC1",0.00305309202399295
"330","COL6A1","MME","COL6A1.MME",0.00315463493270274
"331","EPHB1","DDIT3","EPHB1.DDIT3",0.00316905614292411
"332","ELK3","LOX","ELK3.LOX",0.00300503922762518
"333","ELK3","ETS2","ELK3.ETS2",0.00342701985682875
"334","CDH11","GRPR","CDH11.GRPR",0.00312643011582637
"335","WNT10B","SHH","WNT10B.SHH",0.00309148919696675
"336","WNT10B","HIC1","WNT10B.HIC1",0.00302418848853241
"337","TDG","YES1","TDG.YES1",0.00343377565629155
"338","TDG","PLXDC2","TDG.PLXDC2",0.00313828132546829
"339","AGXT","FER","AGXT.FER",0.00368282311693342
"340","MXI1","YES1","MXI1.YES1",0.00307091321364497
"341","MXI1","RASA1","MXI1.RASA1",0.00305385011459428
"342","EPHB4","PLXDC2","EPHB4.PLXDC2",0.00299270551083776
"343","NOS3","TRAF4","NOS3.TRAF4",0.00355203724827348
"344","PXN","GJB2","PXN.GJB2",0.00366214954520516
"345","PXN","FER","PXN.FER",0.00300286722650453
"346","GJB2","FER","GJB2.FER",0.00319996035494753
"347","DST","SERPINE1","DST.SERPINE1",0.00317610608979879
"348","FGFR2","XRCC1","FGFR2.XRCC1",0.00320196795614972
"349","LAMB1","CDK6","LAMB1.CDK6",0.00402189827202451
"350","TGFB1","CTSH","TGFB1.CTSH",0.00427074021830752
"351","TGFB1","ETS1","TGFB1.ETS1",0.00344283941123281
"352","HSD17B12","MYB","HSD17B12.MYB",0.00309023977240114
"353","HSD17B12","AKT1","HSD17B12.AKT1",0.0038578280494227
"354","HSD17B12","MMP8","HSD17B12.MMP8",0.00378773296760921
"355","JUNB","TES","JUNB.TES",0.00408081443524813
"356","CTSH","EPHB6","CTSH.EPHB6",0.00298396488738125
"357","PTPN6","MCC","PTPN6.MCC",0.00348691401867356
"358","TFRC","TMEFF1","TFRC.TMEFF1",0.00393990054880152
"359","TFRC","TNFRSF10B","TFRC.TNFRSF10B",0.00325144178191801
"360","TFRC","APBA1","TFRC.APBA1",0.00305080505091416
"361","TMEFF1","TNFRSF10B","TMEFF1.TNFRSF10B",0.00320470239552343
"362","ITGB4","LIG3","ITGB4.LIG3",0.00317696423783347
"363","ABL1","PTK7","ABL1.PTK7",0.00300443036135647
"364","DDB2","KLF5","DDB2.KLF5",0.00301904759002081
"365","HIC1","LMO1","HIC1.LMO1",0.00339357882500779
"366","SMARCB1","FOSL2","SMARCB1.FOSL2",0.00404149679060502
"367","DSP","TJP1","DSP.TJP1",0.00390972723174535
"368","EPM2A","SHB","EPM2A.SHB",0.00342332780690207
"369","SHB","CASP2","SHB.CASP2",0.00305396823087929
"370","TYRO3","RYK","TYRO3.RYK",0.0034377035381087
"371","EPHB3","X5.Sep","EPHB3.X5.Sep",0.00298971656201673
"372","EPHB3","CLDN4","EPHB3.CLDN4",0.00308177827812526
"373","AKT1","MMP8","AKT1.MMP8",0.00383765551447832
"374","KIAA0125","MMP10","KIAA0125.MMP10",0.00302983533402888
"375","X5.Sep","EPHA7","X5.Sep.EPHA7",0.00354764035361882
"376","X5.Sep","ICAM1","X5.Sep.ICAM1",0.00386185243043081
"377","EPHA7","ICAM1","EPHA7.ICAM1",0.00299523674010514
"378","LMTK2","NOTCH1","LMTK2.NOTCH1",0.00309354372004077
"379","RASA1","HPSE","RASA1.HPSE",0.00296084329068418
"380","PPARD","ITGA6","PPARD.ITGA6",0.00324616247643243
"381","PPARD","FASTK","PPARD.FASTK",0.00304684705652509
"382","PDGFA","ENC1","PDGFA.ENC1",0.00318966624551385
"383","PDGFA","MAD2L1","PDGFA.MAD2L1",0.00316751558710012
"384","PDGFA","CDKN1A","PDGFA.CDKN1A",0.00340103659373611
"385","PDGFA","HPSE","PDGFA.HPSE",0.0032492888277273
"386","ITGA6","TNC","ITGA6.TNC",0.00300058624773158
"387","ITGA6","EPHA1","ITGA6.EPHA1",0.00329387758355999
"388","ITGA6","FASTK","ITGA6.FASTK",0.003188496066396
"389","EPHA1","CLK1","EPHA1.CLK1",0.00300219866447724
"390","ENC1","CDKN1A","ENC1.CDKN1A",0.00335852244413628
"391","ENC1","HPSE","ENC1.HPSE",0.00322761321316966
"392","MAD2L1","CDKN1A","MAD2L1.CDKN1A",0.00365106805288941
"393","CDKN1A","HPSE","CDKN1A.HPSE",0.00333026514059765
"394","IL12A","MTA1","IL12A.MTA1",0.00342843753398821
"395","EPS8","RIPK2","EPS8.RIPK2",0.00296885604217648
"396","WNT8B","LIG3","WNT8B.LIG3",0.00321036526964448
"397","WNT8B","FANCA","WNT8B.FANCA",0.00300347254661089
"398","GADD45A","RIPK2","GADD45A.RIPK2",0.00301120535024299
"399","GADD45A","E2F5","GADD45A.E2F5",0.00307923778596503
"400","NEU1","FANCA","NEU1.FANCA",0.00320822730502962
"401","LMO1","MTA1","LMO1.MTA1",0.00377237228641245
"402","TM7SF3","KIAA1804","TM7SF3.KIAA1804",0.0030340331467863
"403","ST6GAL1","FGF9","ST6GAL1.FGF9",0.00304390400275443
"404","VIM","SFTPC","VIM.SFTPC",0.00319911147429983
"405","JAG1","LAMC1","JAG1.LAMC1",0.00307302424082005
"406","EXT1","GATA6","EXT1.GATA6",0.00308649264616081
"407","TGFA","LAMC1","TGFA.LAMC1",0.00325929761464204
"408","ITGB1","MLH3","ITGB1.MLH3",0.00298012406803771
"409","MMP8","LAMC1","MMP8.LAMC1",0.00352039948080013
"410","MLH3","LAMC1","MLH3.LAMC1",0.00367719592759567
